Name,NA_sales,EU_sales,JP_sales,other_sales
Nicktoons: Unite!,0.71,0.08,0,0.08
Nicola Kanshuu: Model * Oshare Audition,0,0,0.06,0
Nicola Kanshuu: Model * Oshare Audition 2,0,0,0.06,0
Nicola Kanshuu: Model Oshare * Audition Platina,0,0,0.08,0
NieR,0.3,0.3,0.24,0.09
Night at the Museum: Battle of the Smithsonian,0.36,0.34,0,0.08
Night Head: The Labyrinth,0,0,0.03,0
Night Warriors: Darkstalkers' Revenge,0,0,0.34,0
Night Wizard the Video Game: Denial of the World,0,0,0.02,0
NightCaster,0.1,0.03,0,0
NightCaster II: Equinox,0.03,0.01,0,0
Nightmare Creatures,0.56,0.29,0,0.04
Nightmare Creatures II,0.09,0.06,0,0.01
NiGHTS into dreams...,0,0,0.44,0
Nights of Azure,0.03,0.02,0,0.01
NiGHTS: Journey of Dreams,0.33,0.03,0.04,0.03
Nightshade,0.06,0.04,0,0.01
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,0,0,0.02,0
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,0,0,0.1,0
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,0,0,0.04,0
Nike+ Kinect Training,0.02,0.02,0,0
Niko Puchi Girls Runway,0,0,0.02,0
Nikoli's Pencil Puzzle,0.05,0.03,0,0.01
Nil Admirari no Tenbin: Teito Genwaku Toukidan,0,0,0.02,0
Ninja Assault,0.05,0.04,0,0.01
Ninja Blade,0.14,0.14,0.02,0.03
Ninja Gaiden,0.92,0.2,0.07,0.04
Ninja Gaiden 3,0.5,0.18,0.14,0.09
Ninja Gaiden Black,0.07,0.02,0,0
Ninja Gaiden II,0.65,0.22,0.05,0.1
Ninja Gaiden Sigma,0.7,0.39,0.13,0.2
Ninja Gaiden Sigma 2,0.52,0.16,0.09,0.1
Ninja Gaiden: Dragon Sword,0.17,0.02,0.02,0.02
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,0,0,1.5,0
Ninja Reflex,0.2,0.01,0,0.02
Ninja Warriors,0,0,0.07,0
Ninja: Shadow of Darkness,0.21,0.14,0,0.02
Ninjabread Man,0.07,0,0,0.01
Ninjatown,0.12,0,0,0.01
Ninokuni: Shikkoku no Madoushi,0,0,0.54,0
Nintendo Land,2.55,1.11,0.46,0.33
Nintendo Presents: Crossword Collection,0,0.21,0,0.02
Nintendo Presents: New Style Boutique 2 - Fashion Forward,0.01,0.61,0.02,0.04
Nintendo Puzzle Collection,0,0,0.13,0
Nintendo World Cup,0.28,0.5,0.65,0.05
Nintendogs,9.07,11,1.93,2.75
Nintendogs + cats,1.44,1.37,0.73,0.27
Nintendogs and Cats Golden Retriever and New Friends,0,0.01,0,0
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0,0,0.12,0
Nippon no Asoko de,0,0,0.03,0
Nisekoi: Yomeiri!?,0,0,0.03,0
Nisenochigiri,0,0,0.02,0
Nisenochigiri: Omoide no Saki e,0,0,0.03,0
Nishijin Pachinko Monogatari 2,0,0,0.03,0
Nitrobike,0.11,0.01,0,0.01
Nitroplus Blasterz: Heroines Infinite Duel,0.01,0,0.03,0
No Fate! Only the Power of Will,0,0,0.01,0
No Fear Downhill Mountain Biking,0.07,0.05,0,0.01
No Man's Sky,0.58,0.74,0.02,0.26
No More Heroes,0.3,0.17,0.04,0.05
No More Heroes 2: Desperate Struggle,0.21,0.12,0.04,0.03
No More Heroes: Heroes' Paradise,0.1,0.04,0.06,0.02
No More Heroes: Red Zone,0,0,0.09,0
No One Can Stop Mr. Domino!,0.04,0.03,0,0
No Rules: Get Phat,0.03,0.01,0,0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,0,0,0.3,0.02
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,0,0,0.14,0.01
Nobunaga no Yabou DS,0,0,0.01,0
Nobunaga no Yabou DS 2,0,0,0.03,0
Nobunaga no Yabou Online: Houou no Shou,0,0,0.01,0
Nobunaga no Yabou: Haouden,0.3,0,0.32,0
Nobunaga no Yabou: Kakushin with Power-Up Kit,0,0,0.03,0
Nobunaga no Yabou: Ranseiki,0,0,0.13,0
Nobunaga no Yabou: Reppuuden,0,0,0.19,0.01
Nobunaga no Yabou: Soutensoku with Power-Up Kit,0,0,0.02,0
Nobunaga no Yabou: Souzou,0,0,0.25,0
Nobunaga no Yabou: Tendou,0,0,0.13,0
Nobunaga no Yabou: Tendou with Power-Up Kit,0,0,0.07,0
Nobunaga no Yabou: Tenshoki,0,0,0.28,0
Nobunaga's Ambition (3DS),0,0,0.04,0
Nobunaga's Ambition II,0,0,0.04,0
Nobunaga's Ambition: Iron Triangle,0.04,0.03,0,0.01
Nobunaga's Ambition: Rise to Power,0,0,0.08,0
Nobunaga's Ambition: Sphere of Influence,0.03,0,0.05,0.01
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0,0,0.11,0
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,0,0,0.02,0
Nodame Cantabile,0,0,0.11,0
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,0,0,0.02,0
Noddy in Toyland,0,0.05,0,0.01
NOëL: La Neige,0,0,0.07,0
NOëL: NOT DiGITAL,0,0,0.2,0.01
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",0,0,0.02,0
Nonomura Byoin no Hitobito,0,0,0.36,0
Nora to Koku no Koubou: Kiri no Mori no Majo,0,0,0.05,0
Norn + Nonette: Last Era,0,0,0.01,0
Norn9: Norn + Nonette,0,0,0.04,0
Norse by Norsewest: The Return of the Lost Vikings,0.04,0.03,0,0
North American Hunting Extravaganza,0.33,0,0,0.03
North American Hunting Extravaganza 2,0.03,0,0,0
Nostalgia,0.16,0,0.02,0.01
Nounai Aeshe: IQ Suppli DS,0,0,0.3,0
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,0,0,0.05,0
Nova Usagi no Game de Ryuugaku!? DS,0,0,0.01,0
Novastorm,0.02,0.02,0,0
Now! That's What I Call Music: Dance & Sing,0,0.18,0,0.04
NPPL: Championship Paintball 2009,0.49,0.11,0,0.06
NTRA Breeders' Cup World Thoroughbred Championships,0.11,0.06,0,0.02
Nuclear Strike,0.66,0.45,0,0.08
Nuclear Strike 64,0.09,0.02,0,0
Nurarihyon no Mago: Hyakki Ryouran Taisen,0,0,0.02,0
Nyaruko-San: Nafushigatai Game no You na Mono,0,0,0.01,0
O.D.T.: Escape... Or Die Trying,0.07,0.05,0,0.01
O.M.G. 26 - Our Mini Games,0.02,0,0,0
Obscure,0.06,0.04,0,0.01
Obscure: The Aftermath,0.17,0.03,0,0.03
Ocean Commander,0.02,0,0,0
Ochaken no Heya DS,0,0,0.12,0
Ochaken no Heya DS 2,0,0,0.09,0
Octomania,0.06,0,0,0
Odama,0.07,0.02,0.02,0
Oddworld: Abe's Exoddus,0.55,0.38,0,0.06
Oddworld: Abe's Oddysee,0.75,0.44,0,0.06
Oddworld: Munch's Oddysee,0.58,0.18,0,0.03
Oddworld: Stranger's Wrath,0.19,0.06,0,0.01
Odin Sphere,0.23,0.18,0.09,0.06
Odin Sphere: Leifthrasir,0.09,0.08,0.18,0.05
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,0,0,0.05,0
Off Road Challenge,0.27,0.06,0,0
Off-Road Drive,0,0.03,0,0.01
Off-World Interceptor Extreme,0.09,0.06,0,0.01
Ogre Battle 64: Person of Lordly Caliber,0.1,0.02,0.25,0.04
Ogre Battle Saga Episode Five: The March of the Black Queen,0.06,0.04,0.09,0.01
Ogre Battle Series: Tactics Ogre,0.04,0.03,0,0.01
Oil Rush,0,0.02,0,0
Ojyousama Express,0,0,0.09,0
OK! Puzzle Stars,0,0.06,0,0.01
Okaeri! Chibi-Robo! Happy Richie Oosouji,0,0,0.14,0
Okage: Shadow King,0.14,0.11,0.08,0.04
Okami,0.56,0.13,0.33,0.39
OkamiDen,0.25,0.07,0.13,0.03
Okashi na Shima no Peter Pan: Sweet Never Land,0,0,0.02,0
Olympic Hockey 98,0.05,0.01,0,0
Olympic Soccer: Atlanta 1996,0.03,0.02,0,0
Olympic Summer Games: Atlanta 1996,0.06,0.04,0,0.01
Omega Boost,0.17,0.11,0.2,0.03
Omega Labyrinth,0,0,0.05,0
Omega Quintet,0,0,0.02,0
Omerta: City of Gangsters,0.94,0.69,0,0.23
One Piece Mansion,0.01,0.01,0,0
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,0,0.07,0.19,0.01
One Piece Unlimited Cruise 2: Awakening of a Hero,0,0.1,0.17,0.02
One Piece Unlimited Cruise SP,0,0,0.3,0
One Piece: Burning Blood,0.13,0.12,0.14,0.05
One Piece: Daikaizoku Coliseum,0,0,0.01,0
One Piece: Gear Spirit,0,0,0.08,0
One Piece: Gigant Battle 2 Shin Sekai,0,0,0.35,0
One Piece: Gigant Battle!,0,0,0.36,0
One Piece: Grand Battle!,0,0,0.46,0.03
One Piece: Pirate Warriors,0.01,0.24,0.86,0.09
One Piece: Pirate Warriors 2,0,0.2,0.54,0.07
One Piece: Pirate Warriors 3,0.08,0.38,0.42,0.08
One Piece: Romance Dawn - Bouken no Yoake,0,0,0.4,0
One Piece: Super Grand Battle! X,0,0,0.12,0
One Piece: Unlimited Adventure,0.07,0,0.11,0.01
One Piece: Unlimited World Red,0.2,0.24,0.4,0.09
Onechanbara Special,0,0,0.02,0
Onechanbara Z Kagura,0,0,0.06,0
Onechanbara Z2: Chaos,0.13,0.02,0.04,0.04
Onechanbara: Bikini Samurai Squad,0.11,0.01,0,0.01
Onechanbara: Bikini Zombie Slayers,0.11,0,0,0.01
Oni,0.26,0.2,0,0.07
Onigokko! Portable,0,0,0.01,0
Onimusha 2: Samurai's Destiny,0.62,0.44,1.06,0.13
Onimusha 3: Demon Siege,0.37,0.47,0.54,0.07
Onimusha Essentials,0.07,0.05,0,0.02
Onimusha Tactics,0.06,0.02,0,0
Onimusha: Blade Warriors,0.06,0.05,0,0.02
Onimusha: Dawn of Dreams,0.15,0.12,0.34,0.04
Onimusha: Warlords,0.99,0.48,1.09,0.14
Online Chess Kingdoms,0.01,0,0,0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,0,0,0.03,0
Onsei Kanjou Sokuteiki: Kokoro Scan,0,0,0.04,0
Ontamarama,0.05,0,0,0
Ookami Kakushi,0,0,0.04,0
Ookami to Koushinryou: Boku to Horo no Ichinen,0,0,0.04,0
Ookami to Koushinryou: Omiowataru Kaze,0,0,0.02,0
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,0,0,0.03,0
Open Season,0.49,0.04,0,0.04
Operation Abyss: New Tokyo Legacy,0.04,0.01,0.06,0.02
Operation Armored Liberty,0.19,0.07,0,0
Operation Darkness,0.07,0,0,0
Operation Flashpoint: Dragon Rising,0.6,0.94,0.07,0.28
Operation Flashpoint: Elite,0.03,0.01,0,0
Operation Flashpoint: Red River,0.17,0.34,0.08,0.09
Operation: Vietnam,0.06,0,0,0
Opoona,0.08,0,0.01,0.01
Option Tuning Car Battle,0,0,0.09,0.01
Orcs & Elves,0.06,0,0,0.01
Order of War,0,0.01,0,0
Order Up!,0.19,0.01,0,0.02
Order Up!!,0.04,0.02,0,0.01
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0,0,0.04,0
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,0,0,0.15,0
Ore no Shikabane o Koete Yuke,0,0,0.2,0
Ore no Yome: Anata Dake no Hanayome,0,0,0.02,0
Ore wa Shoujo Mangaka,0,0,0.02,0
Orega Kantoku Da! Gekitou Pennant Race,0,0,0.08,0
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0,0,0.05,0
Oreshika: Tainted Bloodlines,0,0,0.15,0
Original Frisbee Disc Sports: Ultimate & Golf,0.01,0,0,0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,0,0,0.03,0
Orphen: Scion of Sorcery,0.15,0.12,0,0.04
Oshare Majo Love and Berry: DS Collection,0,0,1.01,0
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,0,0,0.02,0
Osu! Tatakae! Ouendan,0,0,0.06,0
Otogi 2: Immortal Warriors,0.04,0.01,0,0
Otogi: Myth of Demons,0.08,0.02,0.03,0
Otogirisou,0,0,0.16,0
Otoko Yukaku,0,0,0.02,0
Otome wa Oanesama Boku ni Koi Shiteru Portable,0,0,0.02,0
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,0,0,0.03,0
Otomedius Excellent,0.13,0,0.04,0.01
Otomedius Gorgeous,0,0,0.03,0
Otometeki Koi Kakumei * Love Revo,0,0,0.03,0
Otometeki Koi Kakumei * Love Revo! Portable,0,0,0.02,0
Otometeki Koi Kakumei * Love Revo!! DS,0,0,0.02,0
Otona no Renai Shousetsu: Harlequin Selection,0,0,0.02,0
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,0,0,0.04,0
Ouchi Mainichi Tamagotchi,0,0,0.09,0
Ouka Sengoku Portable,0,0,0.01,0
Oumagatoki: Kaidan Romance,0,0,0.03,0
Our House,0.15,0,0,0.01
Our House Party!,0.13,0,0,0.01
Ouran Koukou Host Bu,0,0,0.02,0
Outdoors Unleashed: Africa 3D,0.01,0,0,0
Outdoors Unleashed: Alaska 3D,0.01,0,0,0
Outlaw Golf,0.28,0.08,0,0.01
Outlaw Golf 2,0.32,0.18,0,0.06
Outlaw Golf: Nine Holes of Christmas,0.08,0.02,0,0
Outlaw Tennis,0.07,0.04,0,0.01
Outlaw Volleyball,0.19,0.06,0,0.01
Outlaw Volleyball Remixed,0.02,0.01,0,0
OutRun 2,0.11,0.03,0,0.01
OutRun 2006: Coast 2 Coast,0.05,0.02,0.01,0.01
Over G Fighters,0.19,0.01,0,0.02
Over the Hedge,1.23,0.19,0,0.1
Over the Hedge: Hammy Goes Nuts!,0.17,0,0,0.01
OverBlood,0.05,0.04,0.21,0.02
OverBlood 2,0,0,0.06,0
Overlord,0.34,0.05,0.01,0.03
Overlord II,0.26,0.32,0,0.1
Overlord: Dark Legend,0.12,0.22,0,0.04
Overlord: Minions,0.07,0,0,0.01
Overlord: Raising Hell,0.07,0.04,0,0.02
Overwatch,1.38,1.11,0.14,0.38
Oyaku de Asoberu DS Ehon: Ukkari Penelope,0,0,0.02,0
OZMAFIA!! -vivace-,0,0,0.03,0
Ozzy & Drix,0.01,0,0,0
P.N.03 - Product Number Three,0.06,0.02,0,0
P.T.O. IV: Pacific Theater of Operations,0.04,0.03,0,0.01
Pac 'n Roll,0.09,0,0.02,0.01
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,0,0,0.03,0
Pachinko Kaou: Misora Hibari,0,0,0.02,0
Pachinko Wars II,0,0,0.05,0
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,0,0,0.06,0
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,0,0,0.05,0
PachiPara 15: Super Umi Monogatari in Okinawa 2,0,0,0.02,0
PachiPara 3D,0,0,0.02,0
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,0,0,0.02,0
Pachi-Slot Aruze Oukoku 2,0,0,0.5,0.04
Pachi-Slot Aruze Oukoku 3,0,0,0.1,0.01
Pachi-Slot Aruze Oukoku 4,0,0,0.49,0.03
Pachi-Slot Higrashi no Naku Koro ni Matsuri,0,0,0.02,0
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,0,0,0.15,0.01
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",0,0,0.01,0
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,0,0,0.09,0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,0,0,0.03,0
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,0,0,0.08,0
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,0,0,0.05,0
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,0,0,0.01,0
Pacific Liberator,0.03,0,0,0
Pac-Man,7.55,0.53,0.85,0.1
Pac-Man & Galaga Dimensions,0.1,0.04,0.04,0.01
Pac-Man All-Stars,0.2,0.08,0.04,0.04
PAC-MAN and the Ghostly Adventures,0.16,0.12,0,0.03
Pac-Man and the Ghostly Adventures 2,0.18,0.16,0,0.05
Pac-Man Collection,2.07,0.77,0.05,0.05
Pac-Man Fever,0.46,0.26,0,0.08
Pac-Man Party,0.47,0.09,0.01,0.04
Pac-Man Party 3D,0.09,0.04,0,0.01
Pac-Man Pinball Advance,0.08,0.03,0,0
Pac-Man Player's Choice Bundle,0.48,0.12,0,0.02
Pac-Man Power Pack,0.04,0.03,0,0.01
Pac-Man World,1.21,0.14,0.1,0.04
Pac-Man World 2,1.98,0.26,0,0.24
Pac-Man World 3,0.51,0.14,0,0.06
Pac-Man World Rally,0.11,0.03,0,0
Pac-Man: Adventures in Time,0.76,1.1,0.12,0.65
Pac-Pix,0.16,0,0.1,0.01
Paddington: Adventures in London,0,0.04,0,0
Painkiller,0,0.02,0,0
Painkiller: Hell & Damnation,0.02,0.03,0,0.01
Painkiller: Hell Wars,0.03,0.01,0,0
Pajama Sam: Don't Fear The Dark,0.09,0,0,0.01
Pajama Sam: You are What You Eat From Your Head to Your Feet,0.02,0.01,0,0
Palais de Reine,0,0,0.01,0
Pandemonium 2,0.04,0.02,0,0
Pandemonium!,0.12,0.08,0,0.01
Pandora's Tower,0.13,0.1,0.08,0.03
PANGYA: Fantasy Golf,0.09,0,0.04,0.01
Panzer Dragoon,0,0,0.37,0
Panzer Dragoon II Zwei,0,0,0.31,0
Panzer Dragoon Orta,0.16,0.05,0.04,0.01
Panzer Dragoon Saga,0,0,0.11,0
Panzer General,0.14,0.09,0,0.02
Panzer Tactics,0.06,0,0,0
Paper Mario,0.58,0.18,0.59,0.02
Paper Mario: Sticker Star,1.12,0.39,0.64,0.12
Paper Mario: The Thousand-Year Door,1.48,0.25,0.46,0.06
Paperboy,0.19,0.05,0,0
Paperboy / Rampage,0.1,0.04,0,0
Paragon,0.01,0,0,0
Paranormal Pursuit: The Gifted One,0,0.01,0,0
ParaParaParadise,0,0,0.03,0
PaRappa The Rapper,0.36,0.16,1.48,0.04
PaRappa The Rapper 2,0.07,0.05,0,0.02
Parasite Eve,0.94,0.07,1.05,0.04
Parasite Eve II,0.32,0.22,0,0.04
ParaWorld,0,0.02,0,0
Parfait,0,0,0.03,0
Parfait: Chocolat Second Style,0.59,0.46,0.01,0.15
Pariah,0.08,0.02,0,0
Paris-Dakar Rally,0.08,0.06,0,0.02
Parlor! Mini 2,0,0,0.07,0
Parlor! Mini 4,0,0,0.19,0
Parodius,0,0,0.47,0.02
Party Pigs: Farmyard Games,0.07,0,0,0
Pass the Pigs,0.2,0,0,0.02
Pastel Chime Continue,0,0,0.02,0
Patapon,0.33,0.25,0.07,0.17
Patapon 2,0,0.03,0.06,0.01
Patapon 3,0.05,0.04,0.17,0.02
Patrician IV,0.03,0,0,0
Patrician IV: Gold Edition,0,0.01,0,0
Pawly Pets: My Vet Practice,0,0.06,0,0.01
Paws & Claws Pet Vet: Australian Adventures,0.1,0,0,0.01
Paws & Claws: Dogs & Cats Best Friends,0.46,0.01,0,0.04
Paws & Claws: Marine Rescue,0.06,0,0,0
Paws & Claws: Pampered Pets,0.35,0,0,0.03
Paws & Claws: Pampered Pets 2,0.06,0,0,0
Paws & Claws: Pet Resort,0.44,0.04,0,0.03
Paws & Claws: Pet Vet,0.69,0,0,0.06
Paws & Claws: Pet Vet 2,0.13,0,0,0.01
Paws & Claws: Regal Resort,0.04,0,0,0
Payday 2,0.75,0.57,0,0.18
Payout Poker & Casino,0.02,0,0,0
PBR: Out of the Chute,0.22,0.08,0,0.04
PC Engine Best Collection: Tengai Makyou Collection,0,0,0.02,0
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,0,0,0.01,0
PD Ultraman Battle Collection 64,0,0,0.04,0
PDC World Championship Darts 2008,0.04,0.21,0,0.01
PDC World Championship Darts 2009,0,0.02,0,0
PDC World Championship Darts: Pro Tour,0,0.21,0,0.04
Peak Performance,0.02,0.01,0,0
Pebble Beach Golf Links,0,0,0.02,0
Peggle Nights,0,0.01,0,0
Peggle: Dual Shot,0.11,0,0,0.01
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,0,0,0.02,0
Pen 1 Grand Prix: Penguin no Mondai Special,0,0,0.16,0
Pengo,0.38,0.02,0,0
Penguin no Mondai X: Tenkuu no 7 Senshi,0,0,0.19,0
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,0,0,0.29,0
Penguin no Mondai: The World,0,0,0.1,0
Penguins of Madagascar,0.01,0.1,0,0
Penny Racers,0.05,0.01,0.23,0.02
Penny Racers Party: Turbo-Q Speedway,0.07,0,0,0.01
PenPen TriIceLon,0,0,0.06,0
Peppa Pig: Fun and Games,0,0.7,0,0.11
Peppa Pig: The Game,0,1.17,0,0.09
Peppa Pig: Theme Park Fun,0,0.28,0,0.04
Percy Jackson and the Olympians: The Lightning Thief,0.22,0.01,0,0.02
Perfect Dark,1.55,0.75,0.16,0.06
Perfect Dark Zero,0.66,0.02,0.03,0.06
Perfect Weapon,0.13,0.09,0,0.02
Period Cube: Torikago no Amadeus,0,0,0.01,0
Persona,0,0,0.42,0.03
Persona 2: Eternal Punishment,0.03,0.02,0.33,0.02
Persona 4: Arena,0.38,0.14,0.27,0.08
Persona 4: Arena Ultimax,0.06,0.02,0.13,0.01
Persona 4: Dancing All Night,0.13,0.1,0.15,0.07
Persona 4: Golden,0.46,0.34,0.38,0.21
Persona 5,0,0,0.44,0
Persona Q: Shadow of the Labyrinth,0.33,0.07,0.27,0.04
Personal Trainer: Cooking,0.91,1,1.03,0.17
Personal Trainer: Math,0.49,1.12,0,0.09
Personal Trainer: Walking,0.22,0.32,0.17,0.07
PES 2009: Pro Evolution Soccer,0.5,2.76,1,2.62
Pet Alien: An Intergalactic Puzzlepalooza,0.03,0,0,0
Pet in TV,0,0,0.38,0.03
Pet Pals: Animal Doctor,0.13,0,0,0.01
Pet Pals: New Leash on Life,0.05,0,0,0
Pet Shop Monogatari DS 2,0,0,0.01,0
Pet Vet: Down Under,0.04,0,0,0
Pet Zombies,0.18,0,0,0.01
Peter Jackson's King Kong: The Official Game of the Movie,1.72,1.28,0,0.39
Peter Jacobsen's Golden Tee Golf,0.07,0.05,0,0.01
Peter Pan in Disney's Return to Never Land,0.01,0.01,0,0
Petz Bunnyz,0.39,0.01,0,0.03
Petz Bunnyz Bunch,0.05,0,0,0
Petz Catz Clan,0.48,0.04,0,0.04
Petz Dogz 2,1.28,0.74,0,0.23
Petz Dogz Fashion,0.46,0.3,0,0.09
Petz Fantasy 3D,0.07,0,0,0
Petz Fantasy: Moonlight Magic,0.11,0,0,0.01
Petz Fantasy: Sunshine Magic,0.07,0,0,0
Petz Fashion: Dogz & Catz,0.1,0,0,0.01
Petz Hamsterz Superstarz,0.09,0,0,0.01
Petz Monkeyz House,0.2,0,0,0.02
Petz Nursery,0.53,0,0,0.04
Petz Pony: Beauty Pageant,0.18,0,0,0.01
Petz Puppyz & Kittenz,0.12,0,0,0.01
Petz Rescue: Endangered Paradise,0.21,0,0,0.02
Petz Rescue: Ocean Patrol,0.35,0,0,0.03
Petz Rescue: Wildlife Vet,0.56,0,0,0.05
Petz Sports,0.42,0.01,0,0.04
Petz Wild Animals: Dolphinz,0.71,0.48,0,0.13
Petz Wild Animals: Tigerz,0.52,0.01,0,0.04
Petz: Catz 2,1.1,0.55,0,0.19
Petz: Catz Playground,0.03,0,0,0
Petz: Crazy Monkeyz,0.23,0,0,0.02
Petz: Dogz Family,0.05,0.02,0,0.01
Petz: Dogz Pack,0.56,0,0,0.05
Petz: Dogz Talent Show,0.14,0,0,0.01
Petz: Dolphinz Encounter,0.01,0.01,0,0
Petz: Hamsterz Bunch,0.06,0,0,0.01
Petz: Hamsterz Life 2,0.49,0,0,0.04
Petz: Horse Club,0.2,0,0,0.02
Petz: Horseshoe Ranch,0.16,0,0,0.01
Petz: Horsez 2,0.93,0.1,0,0.09
Petz: Saddle Club,0.08,0,0,0.01
PGA European Tour,0.01,0,0,0
PGA Tour 96,0.13,0.09,0,0.02
PGA Tour 97,0.16,0.11,0,0.02
PGR: Project Gotham Racing 2,0.97,0.59,0.04,0.07
PGR3 - Project Gotham Racing 3,0.49,0.03,0.03,0.05
PGR4 - Project Gotham Racing 4,0.48,1.29,0.02,0.25
Phantasy Star Collection,0.08,0.03,0,0
Phantasy Star Nova,0,0,0.19,0
Phantasy Star Ø,0.16,0,0.2,0.01
Phantasy Star Online,0,0,0.2,0
Phantasy Star Online 2,0,0,0.16,0
Phantasy Star Online 2 Episode 4: Deluxe Package,0,0,0.04,0
Phantasy Star Online 2: Episode 3 Deluxe Package,0,0,0.03,0
Phantasy Star Online Episode I & II,0.34,0.09,0.16,0.02
Phantasy Star Online Episode I & II Plus,0.04,0.01,0,0
Phantasy Star Online Episode III: C.A.R.D. Revolution,0.06,0.02,0,0
Phantasy Star Online Ver. 2,0,0,0.19,0
Phantasy Star Portable,0.19,0.06,0.63,0.05
Phantasy Star Portable 2,0.08,0.11,0.62,0.06
Phantasy Star Portable 2: Infinity,0,0,0.37,0
Phantasy Star Universe,0.09,0.02,0.19,0.01
Phantasy Star Universe: Ambition of the Illuminus,0.1,0.08,0.05,0.03
Phantom Brave,0.07,0.05,0,0.02
Phantom Brave: The Hermuda Triangle,0.05,0,0.03,0.01
Phantom Brave: We Meet Again,0.12,0,0.01,0.01
Phantom Breaker,0.02,0,0.02,0
Phantom Crash,0.03,0.01,0.01,0
Phantom Dust,0.08,0.02,0,0
Phantom Kingdom Portable,0,0,0.04,0
Pharaoh,0,0.02,0,0
Pheasants Forever Wingshooter,0.03,0.02,0,0
Philosoma,0.03,0.02,0,0
Phineas and Ferb,1.34,0.37,0,0.15
Phineas and Ferb Ride Again,0.25,0.04,0,0.02
Phineas and Ferb: Across the 2nd Dimension,0.83,0.5,0,0.15
Phoenix,0.42,0.02,0,0
Phoenix Wright: Ace Attorney,0.49,0.07,0.39,0.05
Phoenix Wright: Ace Attorney - Dual Destinies,0,0,0.38,0
Phoenix Wright: Ace Attorney - Justice for All,0.24,0.05,0.26,0.03
Phoenix Wright: Ace Attorney - Trials and Tribulations,0.33,0.05,0.25,0.04
Phoenix Wright: Ace Attorney Trilogy,0,0,0.02,0
Phoenix Wright: Revived Turnabout,0,0,0.04,0
PhotoKano,0,0,0.16,0
Pia Carrot e Youkoso!! 2.5,0,0,0.04,0
Picross 2,0,0,0.35,0
Picross 3D,0.3,0.03,0.16,0.03
Picross 3D 2,0,0,0.11,0
Picross DS,0.17,0.02,0.3,0.02
Pictionary,0.71,0.26,0,0.09
Pictionary: Ultimate Edition,0.31,0.11,0,0.05
PictoImage,0.1,0,0,0.01
Picture Perfect Hair Salon,0.07,0,0,0.01
Piglet's Big Game,0.13,0.06,0,0.01
Pikmin,0.78,0.25,0.56,0.04
Pikmin 2,0.48,0.13,0.56,0.03
Pikmin 3,0.45,0.31,0.29,0.06
Pillars of Eternity,0,0.01,0,0
Pillow Pets,0.09,0,0,0.01
Pilot Academy,0,0.01,0,0
Pilot ni Narou! 2,0,0,0.08,0
Pilotwings,0.46,0.17,0.48,0.02
Pilotwings 64,0.56,0.24,0.3,0.02
PilotWings Resort,0.4,0.36,0.13,0.07
